0,0.005786457,0,0.012574417,0.013854115,0.009124798,0.008123296,0.003783453,0.006732321,0.003115785,0.005230067,0.020030045,0.001891726,0.004339843,0.011739832,0.013965393,0.008568408,0.011461637,0.008846603,0.05079842,0.003616536,0.022533801,0.002169922,0.024648083
0.007872956,0,0,6.73E-05,6.73E-05,0,0.005854249,0.004306574,0,0,0.008478568,0.023416998,0,0.006930893,0.005181347,0,0,0.015678622,0.017764619,0.003835543,0.003229931,0.004777606,0.00302806,0.033645111
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006822008,0.000413455,0,0,0.015681758,0.022503765,0,0.003366705,0.020259295,0.003455303,0.000206728,0.037801601,0.001506158,0.005522578,0.004636603,0.013260093,0.032781076,0.003396238,0.0047252,0.005374915,0,0.031836036,0.000561118,0.01157674
0.009038382,4.13E-05,0,0.021749897,0,0.011679736,4.13E-05,0.003342963,0.006644655,0,0,0.004787454,0,0.002930252,0.005612877,0.010152703,0.010978126,0.001898473,0.000990508,0.002723896,0,0.01002889,0.000536525,0.01147338
0.007477667,0.000401485,0,0.038341865,0.014403292,0,0,0.004215598,0.019472047,0.002960956,5.02E-05,0.044414333,0.003763927,0.009334538,0.005319683,0.015908863,0.037890194,0.003563184,0.004065041,0.004667269,0.000301114,0.031566797,0.001455385,0.019773161
0.010598088,0.006744238,0,0,0.000370563,0,0,0.026013488,0.000741125,0.002816275,0.020751501,0.014674276,0,0.031942489,0.021418513,0.002297488,0,0.045801527,0.040539539,0.000370563,0.0065219,0.001630475,0.008152375,0.076928778
0.002727856,0.003008665,0,0.004693517,0.002045892,0.003369705,0.013719512,0,0.002126123,0.002166239,0.007782413,0.026396021,0.001043004,0.049903723,0.023467587,0.003490051,0.00224647,0.035662709,0.011352696,0.003530167,0.004573171,0.003329589,0.015284018,0.132381258
0.007226874,0,0,0.034041069,0.009669059,0.018939394,0.00199362,0.002442185,0,0.00289075,0.001893939,0.029505582,0.003090112,0.001594896,0.002392344,0.014702951,0.036582935,0.003488836,0.003139952,0.003339314,0.001395534,0.045005981,0,0.01370614
0.002150753,0.000150053,0,0.005852048,0.000100035,0.00320112,0.003101085,0.00360126,0.002901015,0,0,0.201070375,0.008502976,0.001900665,0.000150053,0.001350473,0.001250438,0.00380133,0,0.003551243,0,0.012354324,0,0.011654079
0.004907223,0.006338496,0,0.000408935,0.000255585,5.11E-05,0.014312733,0.010223381,0.001993559,0,0,0.001124572,0,0.010887901,0.0178398,0.001635741,0.000153351,0.019731125,0.072688238,0.011808005,0.052599295,0.00511169,0.021213515,0.07381281
0.000857027,0.000887975,0,0.003044825,0.000278534,0.002113999,0.000430894,0.001790233,0.001530745,0.009422531,2.38E-06,0,0.007044282,0.00253537,9.52E-05,0.000561829,0.001545028,0.00139981,0.000692763,0.001056999,0,0.0068086,3.33E-05,0.005313565
0.001382386,0,0,0.002095875,0,0.003567447,0,0.00115942,0.002809365,0.007313266,0,0.134180602,0,0.002809365,0,0,0.008383501,0,0,4.46E-05,0,0.002541806,0,0.000356745
0.002729646,0.00421315,0,0.005637313,0.002047235,0.005014242,0.014449324,0.036939236,0.000949442,0.000979112,0.005904344,0.031005222,0.001839544,0,0.014330643,0.000949442,0.000534061,0.023825065,0.013826252,0.00424282,0.005785663,0.005192262,0.007180157,0.085538808
0.010726865,0.004376134,0,0.008698901,0.007097876,0.005496851,0.015102999,0.032821005,0.003255417,0.000587042,0.017024229,0.005817056,0,0.023695165,0,0.005123279,5.34E-05,0.041893478,0.038317857,0.029298751,0.008965738,0.007738286,0.018251681,0.156900416
0.008119966,0,0,0.014766551,0.007628839,0.009691572,0.001014996,0.002717569,0.01037915,0.000851287,0.001047738,0.007727064,0.000425643,0.001047738,0.003077729,0,0.015683321,0.001145963,0.001604348,0.004125467,0.001047738,0.010575601,0.000884029,0.005336913
0.004741462,9.61E-05,0,0.035849298,0.008585891,0.024636381,3.20E-05,0.001794067,0.026494522,0.000768886,3.20E-05,0.018965849,0.006087012,0.000672775,6.41E-05,0.015698084,0,0.001473698,0.001537772,0.000544627,0,0.046101108,0.000160185,0.003459986
0.010293602,0.014270675,0,0.006550474,0.002280969,0.004561937,0.034857878,0.051000117,0.004386478,0.005497719,0.022049362,0.036787928,0,0.049362499,0.045385425,0.002047023,0.003333723,0,0.036846415,0.014212189,0.010235115,0.01661013,0.012633056,0.253245994
0.00945772,0.01930718,0,0.009401757,0.001510997,0.004365102,0.029324529,0.016956741,0.003693547,0.000279814,0.080362639,0.021321842,0,0.027141978,0.039509766,0.002854105,0.001790811,0.03564833,0,0.023336505,0.067211372,0.013766859,0.026414461,0.112821087
0.025945608,0.001307227,0,0.005143653,0.002017676,0.002642871,0.000255762,0.00238711,0.001989258,0.002017676,0.00645088,0.011793458,0.000198926,0.004660547,0.015942482,0.003694336,0.000454688,0.006877149,0.01190713,0,0.00014209,0.009718946,0.000767285,0.011253517
0.00305629,0.002508895,0,0.00036493,0,0.000273698,0.004014232,0.004744093,0.001368488,0,0.048307636,0.000593012,0,0.008849558,0.007298604,0.001414105,0,0.008758325,0.058844996,0.000593012,0,4.56E-05,0.00269136,0.020709789
0.01184744,0.00215408,0,0.034433604,0.007729346,0.019735175,0.000855297,0.002850988,0.028478206,0.008141156,0.004815003,0.089616067,0.001678915,0.00525849,0.003991384,0.031487582,0.046122656,0.008552965,0.007222504,0.01064369,0.000190066,0,0.000855297,0.016345666
0.002684102,0.003234687,0,0.001651755,0.000963524,0.002064694,0.007777013,0.027253957,0,0.000688231,0.026359257,0.00330351,0,0.01761872,0.023262216,0.001927047,0,0.015347557,0.032897454,0.001582932,0.005024088,0.001169993,0,0.071782519
0.00276448,0.003493644,0,0.002523539,0.001781695,0.00252988,0.006987287,0.020391212,0.001921187,0.001369559,0.008807025,0.013676568,0.000101449,0.017912057,0.018710966,0.001204705,0.000665758,0.027727229,0.012864978,0.001914846,0.003075167,0.003233681,0.006682941,0
